rmag,imag
24.431,23.943
25.938,25.59
25.736,25.259
23.33,23.054
16.032,15.927
26.461,26.259
20.294,19.193
24.952,24.739
20.372,20.171
26.17,25.584
26.189,25.417
24.477,23.97
25.011,24.498
25.74,25.398
25.259,24.793
20.682,19.949
21.66,20.047
26.989,26.153
23.593,23.494
24.856,24.434
25.422,24.631
25.881,25.395
23.466,22.495
26.138,25.72
24.912,24.672
20.944,20.844
17.946,17.329
21.235,21.061
19.463,18.93
26.769,26.36
19.376,19.279
26.418,26.02
25.485,24.912
25.694,25.163
23.337,22.244
25.509,24.893
25.171,24.886
24.458,23.578
24.808,24.141
25.68,25.358
21.685,21.295
24.41,23.894
19.595,18.555
21.564,20.826
25.766,25.565
20.166,19.607
25.338,24.786
23.822,23.722
26.46,26.008
24.768,24.283
25.051,24.818
21.505,20.422
26.832,24.46
21.469,20.673
20.466,19.569
26.939,26.57
25.908,25.126
26.918,26.635
22.739,22.586
17.879,17.405
25.584,25.446
23.054,22.767
26.23,25.698
26.732,26.268
22.045,21.065
26.404,26.254
25.174,23.98
26.306,25.985
24.186,24.09
23.003,22.858
25.194,24.785
21.62,21.223
23.071,22.918
26.464,26.199
26.214,26.096
25.496,25.009
23.614,23.187
25.47,23.665
25.748,25.287
26.451,26.071
26.725,26.25
25.663,25.566
12.437,12.213
24.675,23.938
25.598,25.352
26.671,26.145
22.717,22.387
17.564,17.468
26.925,26.625
25.39,24.661
26.071,25.644
20.017,19.786
25.38,24.879
23.747,23.682
18.231,17.944
25.979,25.342
21.986,21.823
26.934,26.416
22.554,21.595
24.739,24.482
20.141,19.341
23.731,23.381
24.271,24.017
19.775,19.691
21.694,21.275
17.479,17.28
26.526,25.958
24.28,24.11
20.632,20.249
26.943,25.553
24.048,23.561
24.355,22.838
26.173,25.734
25.12,24.749
25.898,25.681
25.162,24.869
20.22,18.744
15.487,15.343
24.879,24.278
21.4,20.895
25.031,24.865
24.669,24.384
19.604,18.588
20.32,20.219
17.306,17.218
26.732,26.442
13.798,13.583
21.571,19.861
24.475,22.891
23.254,23.002
26.284,25.731
18.227,18.017
24.986,24.554
24.525,23.973
25.661,25.098
26.264,25.837
26.051,25.528
24.135,23.251
24.243,24.0
26.63,24.966
26.99,26.387
25.922,25.468
24.708,24.387
26.058,25.941
23.837,21.881
21.544,20.67
24.959,24.454
14.694,14.614
26.361,25.644
20.983,20.609
12.904,12.835
19.663,19.211
26.645,26.316
24.609,22.332
26.906,26.325
22.293,21.896
22.267,21.45
26.247,25.917
18.767,18.66
26.18,25.88
22.012,21.898
26.657,26.298
21.932,21.518
26.851,25.035
22.91,22.545
24.601,23.607
26.598,26.092
26.934,26.158
23.238,22.86
25.545,25.192
26.24,25.803
25.793,24.939
25.639,24.746
26.479,26.036
25.293,24.887
18.711,17.816
24.346,21.964
22.415,22.0
24.733,24.243
23.641,23.168
26.23,25.989
24.899,24.49
19.074,18.795
26.81,26.412
25.027,24.802
26.378,25.682
25.813,25.406
22.664,22.176
24.292,23.844
23.917,23.83
22.794,21.631
25.766,25.659
23.309,21.591
25.934,25.682
22.422,22.187
21.392,19.888
22.557,22.007
25.4,22.786
26.599,26.251
26.381,25.914
25.181,24.628
25.849,24.294
22.851,22.68
25.663,23.883
26.17,25.888
23.752,23.683
26.627,26.104
15.659,15.563
17.743,17.678
19.735,19.62
22.929,22.701
17.19,17.094
24.733,24.656
22.805,22.414
25.876,25.483
25.308,25.058
25.191,24.641
20.477,18.713
25.683,25.188
24.416,24.131
25.418,25.098
24.19,23.87
26.993,26.409
22.56,21.431
26.475,26.078
24.794,24.406
26.908,26.159
15.977,15.707
24.429,22.847
17.169,16.96
26.207,24.754
21.105,21.016
23.978,22.077
23.084,22.72
26.302,25.886
19.944,19.239
21.044,19.928
24.181,23.815
24.635,24.36
20.471,19.232
22.683,22.265
23.15,22.987
26.841,25.79
25.702,25.065
23.259,23.049
26.897,25.924
26.766,25.871
22.202,21.861
21.08,20.083
20.984,19.343
24.82,24.239
23.695,23.37
25.942,25.499
24.779,24.223
26.645,26.25
16.0,15.614
26.817,26.369
25.676,25.134
23.577,23.325
26.725,24.966
22.508,22.209
26.971,26.512
23.073,22.743
23.205,21.718
26.582,25.928
20.841,20.742
26.903,26.481
26.124,25.773
26.747,26.274
20.179,18.606
23.648,21.87
26.39,25.874
26.347,25.806
25.177,24.705
24.864,24.454
24.661,24.514
25.189,24.972
18.588,18.253
22.065,21.551
25.873,25.38
24.274,24.104
21.624,21.824
25.535,25.257
25.449,24.968
22.455,22.312
25.35,25.174
25.017,23.914
25.691,25.333
25.318,24.903
20.999,19.834
26.513,25.949
25.385,25.047
25.396,24.699
19.477,18.23
24.733,24.222
22.168,21.862
26.931,26.78
26.43,26.207
20.272,20.193
26.131,25.378
24.707,24.077
21.613,20.106
25.82,25.37
23.487,22.539
22.122,20.609
20.506,20.045
24.171,23.781
22.218,22.088
23.794,23.483
22.671,22.549
22.03,21.665
19.402,18.984
21.536,20.653
21.953,20.994
26.713,26.311
24.053,23.905
25.88,25.157
25.478,25.006
21.402,20.484
25.273,24.823
26.976,25.237
24.272,23.649
22.55,22.453
18.767,18.273
20.172,20.118
24.91,24.817
25.971,25.463
26.924,26.361
21.842,21.744
25.712,25.364
23.584,22.757
25.542,25.122
25.368,25.118
26.19,25.771
26.181,25.481
24.759,24.357
26.109,26.016
26.689,26.239
23.345,22.941
25.396,24.935
20.311,19.494
26.562,26.176
26.219,25.938
25.124,24.529
18.04,17.904
19.869,18.879
26.463,25.855
25.453,25.19
24.126,23.267
23.183,21.775
26.865,26.386
26.639,24.492
23.855,23.123
20.464,20.337
26.577,25.995
21.378,20.921
21.524,20.546
23.744,23.369
23.4,23.318
25.096,24.581
20.057,19.905
26.195,25.788
20.151,19.299
24.2,23.971
22.79,21.008
24.632,24.34
25.911,25.517
25.298,24.657
25.811,24.015
26.915,26.466
22.289,21.06
20.726,19.268
26.749,24.394
22.134,21.666
26.014,25.739
23.563,23.183
24.481,24.07
26.933,25.396
26.35,26.162
23.215,22.931
12.457,12.337
26.099,26.005
26.086,25.609
25.77,25.259
25.477,25.328
19.535,19.132
26.057,25.735
20.795,20.673
26.448,26.084
20.81,20.625
21.346,20.991
24.822,24.417
25.524,25.307
25.415,25.183
24.802,24.425
24.739,22.785
26.526,26.11
26.045,24.967
22.778,22.459
21.041,20.686
24.735,24.194
26.293,26.007
26.891,26.205
26.823,26.439
22.938,22.858
26.289,26.064
23.7,23.108
24.451,23.824
26.19,25.78
26.71,26.215
22.685,20.652
25.556,24.994
25.455,25.058
22.252,21.922
25.945,25.462
26.755,26.435
21.676,20.363
25.822,25.616
26.932,26.322
26.761,26.342
26.531,26.373
25.714,25.49
21.426,20.073
26.949,26.119
25.586,23.189
24.73,22.195
19.865,19.432
25.503,23.183
26.686,26.076
24.29,23.943
16.485,16.254
25.835,25.145
25.055,22.7
26.492,26.21
26.392,24.743
21.484,20.334
23.728,23.385
19.409,19.28
26.012,25.615
23.429,23.077
26.545,26.159
24.411,22.417
25.784,25.547
24.135,22.636
26.723,26.216
22.207,22.124
24.659,24.235
24.944,23.682
25.997,24.071
20.924,20.846
25.193,23.579
23.459,23.164
20.333,18.998
26.676,26.144
24.801,24.455
22.649,20.952
24.199,23.998
25.33,24.944
26.356,25.833
26.09,25.86
23.989,23.879
23.656,22.748
23.107,21.874
26.563,26.397
26.96,26.327
23.894,23.823
23.039,21.703
25.616,25.27
22.387,21.712
23.175,21.778
18.692,18.582
21.486,20.573
13.464,13.328
24.706,24.656
24.682,23.382
26.757,26.864
26.064,25.526
26.279,25.718
25.943,25.524
26.391,26.072
25.755,25.359
23.763,23.337
26.996,25.8
26.547,26.088
25.604,25.309
23.541,23.413
24.299,24.128
24.157,23.734
23.256,22.994
23.537,23.169
24.922,24.796
26.159,25.816
26.744,26.453
16.777,16.666
17.956,17.832
25.251,24.873
26.627,26.206
20.837,20.12
22.23,21.344
26.838,26.419
25.581,25.033
25.598,25.239
20.623,19.53
14.444,14.299
25.557,25.119
22.953,22.797
22.472,22.297
25.928,25.432
23.254,23.096
24.437,24.144
22.422,20.828
25.695,25.205
25.209,25.057
23.819,23.687
15.958,15.869
22.807,22.708
22.226,20.778
25.259,24.716
22.436,21.672
25.038,24.739
26.544,25.918
24.523,23.812
22.661,22.294
25.244,24.386
23.027,22.759
24.48,24.254
26.959,26.53
26.729,26.307
21.521,20.287
25.216,24.831
25.416,25.249
22.893,22.599
25.851,25.77
22.92,22.451
24.322,23.725
19.89,19.394
24.862,23.756
24.71,23.886
25.787,25.324
20.825,19.792
26.429,25.764
26.227,25.78
24.449,24.109
25.733,25.193
19.207,19.124
23.219,22.165
18.753,18.613
21.839,21.586
25.625,25.096
23.125,21.917
19.706,19.287
24.363,24.604
23.78,23.159
22.484,21.523
22.11,22.173
24.432,24.052
26.727,25.968
26.426,23.852
25.729,25.644
20.763,20.593
22.696,21.577
26.555,26.099
20.632,20.289
26.478,26.012
26.992,26.167
6.776,6.522
26.982,26.84
26.84,26.321
24.479,23.375
25.08,24.37
24.553,24.101
25.402,24.918
24.36,23.801
24.879,24.343
26.22,25.77
20.962,20.77
24.701,24.592
23.578,23.297
26.397,25.877
19.458,19.332
25.011,24.384
24.874,24.632
24.887,24.353
26.923,26.083
25.781,25.025
23.096,22.864
24.852,24.381
26.475,25.01
15.947,15.844
23.154,22.991
26.081,25.645
23.141,22.425
23.636,22.636
20.942,20.834
24.991,23.99
21.96,20.917
25.593,23.834
25.789,25.274
23.788,22.836
26.644,26.454
16.789,16.601
19.807,19.581
22.69,21.994
22.925,22.545
25.367,23.652
26.386,25.72
25.71,25.171
25.658,25.48
21.925,21.676
24.651,24.348
24.111,23.935
24.544,24.254
23.88,23.46
26.362,25.641
26.677,26.169
23.637,23.207
24.898,24.738
26.902,26.671
21.702,21.267
20.654,18.889
26.617,26.114
26.361,25.923
26.109,25.54
24.015,23.647
15.847,15.73
24.369,22.914
25.261,23.557
18.441,16.64
26.047,25.566
25.82,25.454
26.092,25.868
24.045,23.681
24.298,23.522
24.702,24.623
24.225,24.096
24.746,24.238
26.588,26.281
23.665,23.526
22.255,22.156
24.711,24.651
25.147,23.34
23.185,22.237
24.782,24.596
23.662,21.483
23.641,22.8
26.24,25.903
26.901,26.775
26.139,26.046
24.256,23.864
22.63,20.975
21.002,20.89
26.638,25.89
25.833,24.1
26.689,26.409
25.803,25.373
23.319,22.04
26.378,25.845
22.452,21.02
26.951,26.509
23.404,23.048
16.34,16.227
21.567,21.149
25.17,24.78
24.008,23.84
25.494,25.098
24.903,24.465
23.787,23.573
26.541,26.412
25.909,25.404
22.503,21.073
23.99,23.508
26.413,24.66
19.425,19.357
25.953,25.187
26.405,25.869
18.063,17.971
24.754,24.623
20.564,19.993
24.366,24.208
23.374,21.887
21.96,21.769
19.797,18.546
26.706,26.389
24.349,24.055
25.799,25.347
24.477,24.314
23.228,21.407
26.97,26.738
26.477,25.994
25.445,22.922
18.416,18.333
24.097,22.238
16.738,16.607
21.309,21.059
26.025,25.792
24.601,23.988
20.87,19.361
25.299,24.857
24.644,24.198
21.613,21.434
15.423,15.021
26.957,26.283
23.318,21.409
23.4,23.028
25.561,25.453
25.561,24.916
25.099,23.318
23.306,23.159
23.736,23.328
21.782,21.504
20.849,19.804
24.782,22.953
22.476,22.257
22.985,21.272
23.548,23.08
26.195,25.367
26.404,26.008
24.877,22.695
23.19,23.101
25.297,24.715
25.126,24.28
21.744,21.876
26.604,25.695
26.398,26.075
21.396,19.709
25.726,25.354
26.994,26.259
26.097,25.662
24.405,23.615
24.063,23.91
22.325,21.918
21.913,20.179
24.457,24.003
23.57,23.052
24.934,24.156
26.643,25.972
24.111,22.543
26.491,26.067
24.031,23.703
22.144,21.484
23.536,23.084
20.946,20.874
25.7,25.264
26.672,25.921
24.558,22.839
21.893,20.777
26.039,25.919
22.268,20.872
24.639,23.34
23.485,23.383
23.667,23.353
19.952,19.152
24.845,24.39
25.239,23.506
26.687,26.21
20.717,19.621
23.144,22.933
26.144,25.4
23.721,23.565
22.274,22.057
20.946,20.58
23.78,23.714
24.694,24.469
26.417,25.989
22.992,22.802
24.296,21.89
22.35,21.254
23.348,22.946
25.263,24.607
24.055,23.665
24.638,22.517
24.565,22.568
24.528,24.207
26.655,26.186
22.155,21.272
25.307,24.842
26.06,25.949
25.172,24.567
26.727,26.14
26.232,25.995
23.363,22.547
26.771,26.261
23.762,23.618
20.835,20.655
25.507,25.322
21.436,20.373
22.487,21.903
23.125,22.008
26.971,26.673
26.351,26.207
19.621,19.408
25.982,25.438
21.899,21.754
26.962,26.674
21.758,21.47
17.604,17.393
22.29,21.958
23.712,23.329
26.892,26.073
23.152,22.763
23.522,23.18
26.151,25.655
24.553,24.441
26.616,26.451
21.616,21.224
24.61,24.15
17.498,17.179
25.478,25.213
24.242,23.755
22.225,21.418
25.199,24.889
17.49,16.839
25.616,25.23
23.112,22.657
20.894,20.562
23.97,22.289
13.257,13.193
25.031,24.617
26.436,25.639
23.327,23.216
24.719,24.275
26.838,26.405
24.827,24.564
24.51,24.427
23.096,22.866
26.538,26.015
24.054,23.865
24.74,23.226
25.581,25.277
23.521,23.36
25.626,25.085
22.086,22.005
24.584,24.156
25.237,24.519
24.775,24.556
25.234,24.846
25.962,25.5
26.766,26.507
25.329,25.101
24.072,23.912
25.831,24.697
25.055,24.683
19.503,18.605
14.104,13.554
18.11,18.006
21.998,20.669
26.889,26.004
22.912,22.85
23.941,23.421
23.321,22.878
22.1,21.791
23.948,23.451
22.963,22.486
25.466,24.93
20.671,20.456
25.843,25.587
24.774,24.625
21.386,20.896
26.051,25.655
26.766,26.199
24.027,22.44
20.657,20.478
24.209,23.052
23.04,21.464
19.331,19.09
23.517,23.184
26.708,26.536
24.1,23.265
24.976,24.52
23.743,23.626
26.033,25.938
25.357,24.702
25.292,24.99
20.319,20.052
24.227,24.134
24.269,23.975
26.463,25.902
26.789,24.421
26.997,26.424
14.465,14.37
25.184,25.101
26.95,26.13
21.197,20.646
19.939,19.765
24.438,24.091
22.853,22.084
24.026,23.586
25.668,25.263
17.87,16.598
25.058,23.041
26.737,26.27
22.135,21.917
25.877,25.312
24.263,24.12
24.684,24.558
23.854,23.641
26.934,26.753
24.476,22.996
25.117,24.783
21.613,21.138
23.395,23.048
23.403,23.003
25.195,23.896
21.751,21.529
25.027,24.554
26.55,26.127
25.511,24.062
25.141,24.655
25.74,25.32
26.948,26.079
23.866,23.341
23.677,21.826
23.878,23.504
20.596,19.885
23.914,22.478
23.002,22.388
24.286,23.912
26.748,26.273
24.905,23.926
23.706,23.323
23.768,22.972
24.816,24.591
17.275,16.141
19.619,18.53
25.651,25.447
26.639,26.384
26.809,26.423
23.605,23.447
20.964,20.508
22.589,22.213
17.981,17.93
25.681,25.141
23.5,23.169
18.726,18.29
25.158,24.52
19.838,18.796
23.172,22.117
23.253,22.956
24.267,24.028
19.581,18.769
22.047,21.971
25.62,25.174
25.066,23.983
24.224,23.823
25.085,24.656
24.859,24.453
21.399,21.33
24.703,24.218
26.706,26.348
24.839,24.161
22.132,21.241
21.196,20.469
25.463,25.049
26.444,24.508
25.991,25.755
26.904,26.511
26.896,26.367
24.748,23.563
26.639,26.439
23.701,23.32
26.487,26.134
24.374,24.112
26.377,26.086
22.476,22.086
24.342,23.847
20.713,19.842
25.915,25.338
26.632,26.385
25.43,25.231
20.279,19.362
22.378,22.16
25.786,25.228
25.249,24.843
25.962,25.389
21.605,20.672
23.498,23.058
25.827,25.459
24.495,24.154
21.674,21.57
24.93,24.457
26.449,25.964
24.958,24.785
26.697,26.283
25.943,25.813
23.184,21.752
25.744,23.491
25.552,25.167
23.396,21.818
25.387,25.016
23.519,22.564
25.792,23.958
26.626,26.0
26.293,26.084
22.741,20.881
22.874,22.679
23.402,23.011
24.457,22.254
25.748,23.303
24.391,24.056
16.653,16.141
16.607,16.418
26.238,25.768
26.015,25.575
26.519,26.119
21.311,20.996
22.427,21.212
24.965,24.811
24.456,24.031
21.623,21.153
22.751,22.673
23.728,23.29
23.567,21.686
22.873,22.762
24.373,23.968
25.392,24.971
21.574,20.915
17.089,16.805
26.073,25.555
20.084,19.364
24.529,24.126
26.593,26.344
21.304,21.249
21.089,20.832
25.009,24.907
20.729,20.597
26.555,26.09
23.42,21.788
25.537,25.076
22.135,20.281
26.383,25.801
23.69,23.504
26.372,25.955
16.091,15.972
25.134,22.968
24.731,24.244
19.083,18.324
21.683,21.055
22.329,21.481
24.714,24.158
24.591,23.722
25.762,25.661
23.237,22.028
23.744,23.309
23.51,22.345
21.757,21.279
23.34,23.053
25.603,25.325
24.895,23.946
22.283,21.798
25.852,25.547
23.793,23.696
25.981,25.604
20.949,20.827
19.074,18.181
17.923,17.698
26.842,26.059
26.849,26.314
22.749,22.441
24.795,24.586
23.83,22.803
26.666,26.512
26.434,23.889
26.315,26.174
21.557,21.385
26.032,25.844
21.155,19.877
24.41,23.948
24.256,23.583
26.166,25.205
23.884,23.671
22.792,21.255
23.739,23.545
26.34,25.75
24.985,24.531
24.844,24.739
23.53,23.175
20.115,18.949
26.123,25.704
26.882,26.417
22.928,22.614
21.849,21.726
26.595,26.101
26.556,26.155
20.465,19.816
21.698,21.57
21.199,20.99
25.055,22.568
26.661,26.438
26.621,25.222
24.457,24.201
23.952,23.625
15.91,15.785
25.625,25.258
24.712,24.311
26.626,25.953
22.87,21.087
23.956,23.646
25.696,25.188
25.591,25.204
23.684,23.4
21.112,20.397
26.4,26.264
26.024,25.415
25.252,24.724
25.631,25.492
26.192,25.717
20.132,19.784
26.142,25.659
21.514,20.311
26.055,25.689
23.94,22.213
24.032,22.113
22.674,22.461
25.483,24.982
25.772,25.266
24.172,23.871
22.123,21.041
24.053,23.879
19.877,18.473
17.213,17.097
25.148,22.879
24.708,24.025
26.904,26.5
23.581,23.288
22.529,22.19
26.492,25.844
26.369,25.889
22.831,22.62
21.974,20.583
26.877,26.387
23.086,22.135
26.378,25.541
25.404,24.994
25.906,25.688
22.384,21.096
26.679,25.495
25.404,24.862
26.397,24.849
22.056,21.061
26.901,26.457
11.305,11.173
25.936,25.614
22.323,21.096
25.868,24.849
26.034,25.545
24.845,24.408
25.46,24.955
26.845,26.522
21.796,20.743
23.423,21.647
21.363,20.491
26.167,25.762
20.889,20.468
23.526,23.09
21.154,20.994
26.87,25.83
26.027,25.533
17.817,17.636
21.063,19.585
20.327,20.236
23.81,21.705
19.291,18.432
22.292,22.015
24.946,23.592
25.848,25.344
22.351,22.062
20.336,20.23
22.418,21.45
23.187,21.475
25.866,25.493
23.873,23.14
21.916,20.438
26.837,26.307
25.676,25.176
24.448,24.121
24.881,24.625
26.182,25.891
24.617,23.782
25.694,25.227
23.391,22.745
23.139,22.03
17.925,16.677
26.523,26.031
24.245,23.955
20.24,18.888
26.223,25.811
24.014,23.847
25.481,25.234
26.005,25.84
23.592,22.581
26.785,26.219
26.189,25.686
25.774,25.243
20.455,19.316
25.829,25.447
24.762,24.295
24.397,24.327
22.854,22.744
24.38,24.263
21.359,21.176
25.325,25.009
26.701,26.251
25.407,24.852
17.734,17.665
24.997,24.544
26.876,26.039
25.704,25.552
26.456,26.055
26.047,24.951
22.494,20.138
21.648,21.168
26.126,25.121
24.323,23.412
26.139,25.702
24.302,24.073
19.761,18.644
26.231,25.64
23.725,23.599
25.702,25.209
24.831,24.289
9.421,9.295
25.026,23.401
23.715,22.422
24.764,24.308
26.227,25.94
23.255,21.928
26.356,26.04
24.97,24.714
24.859,24.745
25.87,25.14
21.465,20.256
23.336,22.951
26.087,25.78
23.841,23.284
26.785,26.086
26.223,25.696
20.275,20.184
26.355,25.991
24.439,24.185
23.597,23.165
26.092,25.687
24.314,23.639
26.737,26.469
19.803,19.037
24.805,23.938
26.603,25.627
25.139,23.658
26.634,26.235
24.55,24.015
23.949,23.021
26.648,26.11
26.318,25.993
25.81,23.484
22.89,21.328
24.845,24.241
25.563,25.201
24.14,23.547
26.914,26.594
22.805,22.478
21.071,20.942
26.166,26.06
15.723,15.45
24.895,24.464
21.145,21.065
21.914,21.543
26.56,26.261
19.809,18.904
26.307,26.117
20.004,19.916
19.307,19.15
26.406,26.167
22.199,21.931
26.096,24.653
22.749,21.878
25.899,25.508
23.335,22.817
21.547,20.347
26.278,25.945
23.094,22.103
26.427,26.22
26.486,25.952
23.847,23.608
23.065,22.556
24.357,24.199
24.784,22.707
22.037,21.202
25.256,23.907
23.881,23.383
25.642,25.117
26.566,26.306
21.774,20.833
24.854,24.783
23.569,23.403
26.054,23.5
25.854,25.491
20.691,20.56
24.392,23.938
20.769,19.404
23.778,23.549
26.099,25.729
26.403,25.877
25.088,24.719
23.467,23.15
20.676,19.157
24.748,24.134
25.776,24.363
26.792,26.244
26.437,26.19
26.901,26.355
25.519,25.112
23.963,23.591
19.741,19.138
23.713,22.31
25.039,24.635
26.865,26.585
25.109,22.968
25.4,23.189
25.331,23.258
24.631,24.357
16.747,16.631
23.312,23.018
26.164,24.661
22.982,22.75
24.653,24.517
26.144,25.903
22.095,22.016
23.331,22.503
25.441,25.043
15.368,15.237
26.583,26.326
26.484,25.751
25.696,25.24
24.525,24.445
23.659,23.244
23.608,23.514
23.931,23.365
26.072,23.715
22.889,21.214
25.2,24.814
26.188,26.049
24.555,24.139
26.216,24.879
24.751,24.379
22.348,22.275
20.514,20.345
21.371,21.175
24.756,24.411
26.592,26.136
22.16,20.547
20.536,20.018
24.837,24.377
18.149,17.748
21.291,21.182
25.201,24.72
24.147,23.969
25.942,25.318
26.15,25.716
26.892,26.43
24.716,24.192
26.273,25.838
25.431,25.307
25.501,25.02
25.139,24.903
26.496,26.09
26.402,26.308
22.98,21.88
24.391,23.989
24.329,23.969
25.009,24.446
18.025,17.318
22.744,21.451
23.419,23.002
23.28,22.868
26.23,25.668
18.171,17.922
25.043,24.663
20.385,19.748
24.442,24.294
26.718,26.037
23.294,21.831
26.34,25.882
26.646,26.041
24.347,24.227
25.978,25.751
24.222,23.932
25.051,24.61
25.846,25.763
22.707,22.56
26.132,25.41
26.453,26.27
26.48,25.986
21.65,20.878
19.483,19.241
23.433,23.274
25.109,24.841
23.002,22.863
24.516,24.417
24.233,21.603
25.43,22.804
25.982,25.516
26.895,26.492
23.027,22.957
24.745,24.408
26.822,26.148
26.794,26.294
26.604,26.127
26.769,26.426
25.847,24.557
21.789,20.359
20.896,20.692
19.694,19.62
25.402,24.927
22.43,22.24
26.581,26.097
25.766,23.49
19.175,18.924
24.526,24.264
24.039,23.397
18.462,17.125
26.41,25.969
17.222,17.105
24.857,24.587
24.1,23.655
26.801,26.142
25.375,24.938
19.536,19.425
21.345,20.81
23.128,22.786
26.691,26.168
23.515,23.455
26.89,26.33
23.149,22.763
22.243,21.958
21.42,20.792
26.849,26.423
22.3,20.88
22.828,22.65
26.076,25.805
19.583,19.071
26.242,25.693
24.461,23.96
25.533,25.028
24.601,24.027
25.5,24.908
25.569,25.052
24.072,23.734
26.403,25.78
23.285,21.623
18.544,17.917
25.267,23.84
23.267,22.866
24.91,22.886
26.353,25.885
26.234,25.636
24.28,23.757
25.432,25.025
24.073,23.807
22.204,20.719
25.54,23.267
21.759,21.546
26.393,26.039
26.274,25.795
25.28,24.827
26.661,26.426
24.542,24.47
26.882,25.963
26.015,25.623
19.416,18.657
25.003,24.454
25.157,24.835
25.607,25.134
23.458,22.993
25.675,25.282
18.418,18.322
25.841,25.254
26.103,25.269
26.502,26.041
26.459,25.846
24.664,24.301
12.613,12.415
25.774,25.374
23.702,22.613
25.362,25.233
26.561,26.196
24.176,21.959
26.358,26.121
24.312,24.0
25.081,24.827
24.564,24.436
25.667,25.317
26.656,26.16
18.954,18.864
23.466,21.683
25.715,25.287
20.611,20.263
20.616,20.293
23.892,23.457
17.242,16.321
24.718,23.01
23.058,22.292
23.205,22.354
19.693,19.151
17.957,16.489
26.368,25.945
26.288,25.301
24.288,23.956
26.552,26.099
23.882,23.527
24.879,23.524
24.546,24.198
23.526,23.449
25.3,24.812
25.117,22.692
25.831,25.499
23.994,23.919
19.821,19.146
23.48,23.302
22.664,22.52
25.454,24.947
26.766,26.5
26.051,25.587
22.077,21.85
22.405,22.193
21.23,19.894
26.469,25.234
23.582,23.214
26.754,26.399
23.177,22.45
18.06,17.672
26.631,26.341
23.224,22.637
26.637,26.212
25.304,24.792
22.369,22.087
23.507,22.609
25.812,23.289
22.648,21.852
20.428,19.898
25.24,24.756
25.487,25.123
23.94,23.509
26.199,25.767
21.104,20.306
24.277,23.989
26.372,26.053
22.027,20.916
22.903,22.642
17.459,17.226
23.453,23.141
24.935,24.291
22.419,22.181
23.559,23.454
25.217,25.097
25.415,24.476
25.575,25.041
23.783,23.668
23.027,22.137
26.232,25.307
21.252,21.192
24.353,23.892
20.743,20.523
25.083,24.294
24.832,23.097
24.812,24.352
26.803,25.763
25.362,24.927
26.44,25.768
24.24,24.099
26.964,26.467
25.757,25.067
23.728,23.101
16.973,16.75
26.897,26.532
26.986,26.292
21.881,19.881
25.616,25.3
25.142,24.994
23.343,22.974
21.943,21.552
25.722,25.332
25.545,25.123
22.688,22.28
26.691,26.28
26.648,26.35
24.088,22.234
26.435,24.81
21.04,20.946
24.846,24.184
25.606,25.079
21.354,21.216
25.501,25.293
19.409,18.665
25.18,24.738
25.068,24.728
26.098,25.481
23.337,23.12
25.493,24.979
25.423,25.078
24.925,24.616
22.726,21.019
23.368,23.161
26.588,24.365
24.9,24.44
24.001,23.01
23.086,23.008
24.829,24.398
24.473,24.341
23.878,23.543
24.475,23.696
26.601,26.119
21.482,21.16
26.174,25.982
26.117,25.89
24.332,23.955
25.733,25.387
21.993,21.789
23.711,23.426
24.646,24.265
26.472,25.803
26.183,25.589
26.031,23.349
25.39,25.168
23.612,23.174
25.989,25.55
20.487,20.416
23.924,23.581
25.423,24.978
13.029,12.689
25.636,25.513
26.998,26.636
25.339,24.931
24.222,24.07
21.723,21.62
23.129,22.828
18.16,17.189
20.241,19.472
16.842,16.702
25.419,24.901
23.937,23.272
26.4,25.907
26.339,25.94
22.611,22.258
20.388,19.644
26.97,26.519
23.251,22.847
25.924,25.434
26.969,26.477
20.701,19.867
24.335,23.833
23.232,21.454
21.78,21.716
20.146,20.056
23.534,23.314
25.586,25.187
26.237,24.607
23.645,23.489
26.829,26.362
26.015,25.727
23.86,22.925
23.86,23.579
26.162,25.574
25.553,25.142
26.189,25.918
24.243,24.14
24.455,24.297
20.157,20.021
25.554,25.416
19.123,19.045
22.609,22.398
20.646,20.079
24.724,24.274
22.688,22.181
21.437,21.372
26.453,26.134
17.873,17.586
20.853,20.784
26.543,25.913
22.39,22.28
23.879,23.1
24.209,24.34
24.409,23.072
20.82,20.724
25.228,24.845
21.29,21.135
26.331,25.822
20.302,19.827
26.366,26.1
26.308,24.203
16.485,16.105
26.088,25.645
26.566,26.212
23.547,22.558
21.775,21.297
25.618,25.271
23.994,23.482
26.997,26.448
23.686,23.207
21.983,21.275
26.198,25.735
26.55,25.793
25.3,23.381
26.166,25.553
24.165,23.737
21.123,20.925
24.519,24.171
23.979,21.891
23.961,22.644
26.074,25.789
16.353,16.303
26.315,25.903
14.871,14.753
26.736,24.812
23.925,23.03
15.091,14.961
26.982,26.485
22.785,22.587
24.223,23.803
25.155,22.847
24.138,23.907
23.399,22.9
15.825,15.733
23.289,21.996
22.031,21.947
16.335,16.196
25.829,25.226
22.576,22.471
26.837,25.955
24.169,23.888
26.343,25.831
24.589,23.704
24.419,23.908
19.656,18.156
26.924,26.392
25.602,25.536
16.428,16.317
26.606,25.914
26.217,25.733
26.975,26.73
21.275,20.354
26.253,25.996
26.631,26.424
26.92,26.398
20.512,19.443
26.773,24.096
25.225,24.396
23.478,22.917
25.081,24.958
23.916,22.958
24.666,24.195
