obj_num,RA,DEC,objectId,refBand,refExtendedness,detect_fromBlend,detect_isIsolated,parentObjectId,u_cModelMag,u_psfMag,u_psf_minus_cModel,u_extendedness,u_blendedness,g_cModelMag,g_psfMag,g_psf_minus_cModel,g_extendedness,g_blendedness,r_cModelMag,r_psfMag,r_psf_minus_cModel,r_extendedness,r_blendedness,i_cModelMag,i_psfMag,i_psf_minus_cModel,i_extendedness,i_blendedness,z_cModelMag,z_psfMag,z_psf_minus_cModel,z_extendedness,z_blendedness,y_cModelMag,y_psfMag,y_psf_minus_cModel,y_extendedness,y_blendedness,hst_id,hst_label,hst_sep_arcsec,hst_acs_mu_class,hst_flag_combined
22,150.22854318333827,1.6227847442902,788011393692493416,i,1.0,True,False,788011393692468697,26.342597101763765,27.190449771263257,0.8478526694994919,,,24.249187249751067,24.63553549707894,0.38634824732787365,1.0,-4.3677449226379395,22.882343787775923,23.217230931853194,0.33488714407727116,1.0,-12.654763221740723,21.08984558359226,21.483595744524283,0.3937501609320222,1.0,-52.69721603393555,20.258593143323885,20.58652005314004,0.3279269098161528,1.0,-52.61220169067383,19.831899789812773,20.17765643517222,0.3457566453594474,1.0,-23.733964920043945,933657,0,0.22970883533711126,2,0
23,150.54695454695727,2.158465795925565,788013317837843672,i,1.0,True,False,788013317837818189,23.344391577538687,23.702791220044404,0.35839964250571654,,-3.9500467777252197,22.0291261509697,22.385571823859074,0.35644567288937523,1.0,-43.646026611328125,21.076669174923374,21.395464767404874,0.3187955924815,1.0,-81.65570831298828,20.545253159432384,20.917081257073917,0.3718280976415329,1.0,-99.76423645019531,20.28280213417648,20.617111192119445,0.3343090579429635,1.0,-52.376686096191406,20.117595093478297,20.424331271871324,0.30673617839302736,1.0,-18.69404411315918,583165,0,0.018057856053141686,2,0
24,150.47948552945718,2.650157958711128,788015379422144837,i,1.0,True,False,788015379422120156,23.12535638390873,23.37736622283366,0.25200983892493056,0.0,-7.337337017059326,22.272230347387925,22.564638002927452,0.2924076555395274,1.0,-48.796390533447266,21.87373564063611,22.16910530338618,0.29536966275006904,1.0,-48.03240203857422,21.573419509604296,21.956634665538438,0.3832151559341419,1.0,-33.213680267333984,21.38794572509969,21.778733333649168,0.39078760854947703,,-16.10331153869629,21.266459928878266,21.581923317104454,0.31546338822618836,,-5.301170349121094,277480,0,0.08453468947571839,2,0
25,149.90561979345375,2.0845874500208685,788013592715746748,i,1.0,True,False,788013592715723491,21.844159120708774,22.07403607499537,0.2298769542865955,1.0,-26.576181411743164,21.603086342968894,21.968377004328005,0.36529066135911137,1.0,-77.14852905273438,21.886219398074175,22.17715454525269,0.29093514717851576,1.0,-38.500675201416016,21.9783709698779,22.368948319490137,0.39057734961223645,1.0,-22.159460067749023,22.33393315996091,22.66532026460197,0.3313871046410597,1.0,-6.667322158813477,22.2663162447054,22.70305911506087,0.4367428703554701,,-1.5576037168502808,507737,0,0.04100247568054821,2,0
26,149.71755636495152,1.6048959403892,788011599850922091,i,1.0,True,False,788011599850898591,24.88613472618665,25.14107133678958,0.25493661060292894,,-0.7719383835792542,22.87975871837721,23.169139198371262,0.28938047999405114,1.0,-21.348003387451172,21.476049150440303,21.75072307668335,0.27467392624304665,1.0,-54.567935943603516,20.071323539159714,20.38466906936797,0.31334553020825595,1.0,-167.5210418701172,19.417474266304204,19.68849209347464,0.27101782717043577,1.0,-119.9934310913086,19.0952588474266,19.375458154593694,0.28019930716709496,1.0,-64.22077941894531,491393,0,0.05911704580304654,2,0
27,150.1470530372906,2.7174800478827508,788015516861104116,i,1.0,True,False,788015516861075265,23.849543815527866,23.97460154084821,0.12505772532034243,0.0,-4.28453254699707,23.28307319856541,23.54523941241295,0.26216621384753935,1.0,-13.6166410446167,22.61219863241343,22.876155215960836,0.2639565835474045,1.0,-17.85382843017578,22.44246929102564,22.76963023154186,0.32716094051622235,1.0,-16.829105377197266,21.945272937007292,22.25117021736368,0.30589728035638686,1.0,-8.43667221069336,21.449597281652572,21.74585373308095,0.296256451428377,1.0,-4.388277530670166,108819,0,0.03723504158967171,2,0
28,150.10037014868948,1.65374557936974,788011393692494910,i,1.0,True,False,788011393692469257,25.43231523489385,25.666158742283123,0.23384350738927395,,0.2132594883441925,23.948055564001905,24.214403806091408,0.2663482420895029,1.0,-5.169548988342285,22.898665566225986,23.142846277290452,0.24418071106446604,1.0,-11.992741584777832,22.404987978715383,22.699767358525005,0.2947793798096221,1.0,-14.955045700073242,22.24201283553944,22.497153551082953,0.2551407155435115,1.0,-7.211084842681885,22.039708750369357,22.278767045115043,0.23905829474568563,1.0,-2.5916476249694824,317896,0,0.06754883239616208,2,0
29,150.46051900848002,2.0117995337006795,788012630643078426,i,1.0,True,False,788012630643051583,24.336503155036308,24.55952794811732,0.22302479308101297,,-1.7984422445297241,23.68746389844409,23.971792961683946,0.28432906323985563,,-8.204997062683105,22.869481502951565,23.110571613051448,0.2410901100998828,1.0,-15.354832649230957,21.811726392130307,22.076586086931428,0.26485969480112104,1.0,-35.35997009277344,21.23165845173928,21.456653374562798,0.22499492282351952,1.0,-20.960285186767578,20.91974149898875,21.134297354606076,0.21455585561732704,1.0,-9.081295013427734,782097,0,0.026948130654446813,2,0
30,150.25339829884842,1.9965751132966176,788012699362554791,i,1.0,True,False,788012699362528010,22.647910479627406,22.852331038942605,0.2044205593151993,1.0,-11.481084823608398,22.46623936766271,22.71147196113639,0.24523259347368054,1.0,-37.999114990234375,22.00065669912859,22.23464817867154,0.23399147954295074,1.0,-35.938255310058594,21.896282874556874,22.185702495231357,0.289419620674483,1.0,-28.924457550048828,21.7647736264184,22.03415676879197,0.2693831423735702,1.0,-9.649550437927246,21.439366560810306,21.693593955817864,0.25422739500755753,1.0,-3.6560657024383545,480240,0,0.016092516405843735,2,0
31,149.76899302944906,2.8249779555961108,788016341494819184,i,1.0,True,False,788016341494794784,24.25650080074144,24.367333034954648,0.11083223421320909,1.0,-2.0541837215423584,23.03248537273429,23.260359170278313,0.22787379754402437,1.0,-18.07705307006836,22.49553736939837,22.715818730556343,0.2202813611579728,1.0,-20.043081283569336,22.325055870012427,22.588256342493892,0.26320047248146494,1.0,-18.449296951293945,22.266437876051498,22.501813921638067,0.23537604558656966,1.0,-7.401008605957031,22.10002018195678,22.328701030182067,0.228680848225288,1.0,-1.7585601806640625,387217,0,0.04910860198066806,2,1
