N_star_train,N_galaxy_train,density_method,pS_bin_count,epsilon_floor,density_built_successfully,field,external_label_source,magnitude_bin,fold,band,cross_validation_used,notes
4,311,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,3,u,True,5-fold out-of-fold likelihood
4,518,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,3,g,True,5-fold out-of-fold likelihood
4,543,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,3,r,True,5-fold out-of-fold likelihood
4,543,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,3,i,True,5-fold out-of-fold likelihood
4,511,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,3,z,True,5-fold out-of-fold likelihood
3,351,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,3,y,True,5-fold out-of-fold likelihood
4,308,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,4,u,True,5-fold out-of-fold likelihood
4,518,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,4,g,True,5-fold out-of-fold likelihood
4,544,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,4,r,True,5-fold out-of-fold likelihood
4,544,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,4,i,True,5-fold out-of-fold likelihood
4,515,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,4,z,True,5-fold out-of-fold likelihood
3,358,histogram_density,50,1e-06,True,ECDFS,HST,26 <= mag < 26.5,4,y,True,5-fold out-of-fold likelihood
2776,7745,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,0,u,True,5-fold out-of-fold likelihood
2780,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,0,g,True,5-fold out-of-fold likelihood
2780,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,0,r,True,5-fold out-of-fold likelihood
2780,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,0,i,True,5-fold out-of-fold likelihood
2780,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,0,z,True,5-fold out-of-fold likelihood
2780,7749,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,0,y,True,5-fold out-of-fold likelihood
2777,7744,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,1,u,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,1,g,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,1,r,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,1,i,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,1,z,True,5-fold out-of-fold likelihood
2781,7747,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,1,y,True,5-fold out-of-fold likelihood
2777,7747,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,2,u,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,2,g,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,2,r,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,2,i,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,2,z,True,5-fold out-of-fold likelihood
2781,7748,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,2,y,True,5-fold out-of-fold likelihood
2777,7745,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,3,u,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,3,g,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,3,r,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,3,i,True,5-fold out-of-fold likelihood
2781,7751,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,3,z,True,5-fold out-of-fold likelihood
2781,7748,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,3,y,True,5-fold out-of-fold likelihood
2777,7747,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,4,u,True,5-fold out-of-fold likelihood
2781,7752,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,4,g,True,5-fold out-of-fold likelihood
2781,7752,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,4,r,True,5-fold out-of-fold likelihood
2781,7752,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,4,i,True,5-fold out-of-fold likelihood
2781,7752,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,4,z,True,5-fold out-of-fold likelihood
2781,7748,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,mag < 22,4,y,True,5-fold out-of-fold likelihood
1328,11613,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,0,u,True,5-fold out-of-fold likelihood
1373,11665,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,0,g,True,5-fold out-of-fold likelihood
1374,11667,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,0,r,True,5-fold out-of-fold likelihood
1374,11666,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,0,i,True,5-fold out-of-fold likelihood
1374,11665,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,0,z,True,5-fold out-of-fold likelihood
1374,11664,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,0,y,True,5-fold out-of-fold likelihood
1330,11614,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,1,u,True,5-fold out-of-fold likelihood
1373,11665,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,1,g,True,5-fold out-of-fold likelihood
1374,11667,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,1,r,True,5-fold out-of-fold likelihood
1374,11666,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,1,i,True,5-fold out-of-fold likelihood
1374,11665,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,1,z,True,5-fold out-of-fold likelihood
1374,11665,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,1,y,True,5-fold out-of-fold likelihood
1333,11613,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,2,u,True,5-fold out-of-fold likelihood
1373,11666,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,2,g,True,5-fold out-of-fold likelihood
1374,11667,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,2,r,True,5-fold out-of-fold likelihood
1374,11666,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,2,i,True,5-fold out-of-fold likelihood
1374,11666,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,2,z,True,5-fold out-of-fold likelihood
1374,11665,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,2,y,True,5-fold out-of-fold likelihood
1341,11614,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,3,u,True,5-fold out-of-fold likelihood
1374,11665,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,3,g,True,5-fold out-of-fold likelihood
1375,11667,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,3,r,True,5-fold out-of-fold likelihood
1375,11666,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,3,i,True,5-fold out-of-fold likelihood
1375,11666,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,3,z,True,5-fold out-of-fold likelihood
1375,11664,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,3,y,True,5-fold out-of-fold likelihood
1332,11614,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,4,u,True,5-fold out-of-fold likelihood
1375,11667,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,4,g,True,5-fold out-of-fold likelihood
1375,11668,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,4,r,True,5-fold out-of-fold likelihood
1375,11668,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,4,i,True,5-fold out-of-fold likelihood
1375,11666,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,4,z,True,5-fold out-of-fold likelihood
1375,11666,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,22 <= mag < 23,4,y,True,5-fold out-of-fold likelihood
1562,29969,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,0,u,True,5-fold out-of-fold likelihood
1753,30302,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,0,g,True,5-fold out-of-fold likelihood
1753,30304,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,0,r,True,5-fold out-of-fold likelihood
1753,30304,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,0,i,True,5-fold out-of-fold likelihood
1753,30302,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,0,z,True,5-fold out-of-fold likelihood
1753,30278,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,0,y,True,5-fold out-of-fold likelihood
1539,29967,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,1,u,True,5-fold out-of-fold likelihood
1753,30302,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,1,g,True,5-fold out-of-fold likelihood
1753,30305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,1,r,True,5-fold out-of-fold likelihood
1753,30305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,1,i,True,5-fold out-of-fold likelihood
1753,30305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,1,z,True,5-fold out-of-fold likelihood
1753,30279,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,1,y,True,5-fold out-of-fold likelihood
1549,29963,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,2,u,True,5-fold out-of-fold likelihood
1754,30304,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,2,g,True,5-fold out-of-fold likelihood
1754,30305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,2,r,True,5-fold out-of-fold likelihood
1754,30305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,2,i,True,5-fold out-of-fold likelihood
1754,30303,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,2,z,True,5-fold out-of-fold likelihood
1754,30279,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,2,y,True,5-fold out-of-fold likelihood
1553,29975,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,3,u,True,5-fold out-of-fold likelihood
1754,30302,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,3,g,True,5-fold out-of-fold likelihood
1754,30305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,3,r,True,5-fold out-of-fold likelihood
1754,30305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,3,i,True,5-fold out-of-fold likelihood
1754,30303,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,3,z,True,5-fold out-of-fold likelihood
1754,30281,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,3,y,True,5-fold out-of-fold likelihood
1529,29958,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,4,u,True,5-fold out-of-fold likelihood
1754,30302,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,4,g,True,5-fold out-of-fold likelihood
1754,30305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,4,r,True,5-fold out-of-fold likelihood
1754,30305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,4,i,True,5-fold out-of-fold likelihood
1754,30303,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,4,z,True,5-fold out-of-fold likelihood
1754,30283,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,23 <= mag < 24,4,y,True,5-fold out-of-fold likelihood
866,28085,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,0,u,True,5-fold out-of-fold likelihood
1109,28818,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,0,g,True,5-fold out-of-fold likelihood
1110,28823,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,0,r,True,5-fold out-of-fold likelihood
1110,28821,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,0,i,True,5-fold out-of-fold likelihood
1110,28821,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,0,z,True,5-fold out-of-fold likelihood
1107,28705,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,0,y,True,5-fold out-of-fold likelihood
857,28084,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,1,u,True,5-fold out-of-fold likelihood
1109,28818,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,1,g,True,5-fold out-of-fold likelihood
1110,28823,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,1,r,True,5-fold out-of-fold likelihood
1110,28822,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,1,i,True,5-fold out-of-fold likelihood
1110,28822,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,1,z,True,5-fold out-of-fold likelihood
1107,28712,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,1,y,True,5-fold out-of-fold likelihood
867,28097,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,2,u,True,5-fold out-of-fold likelihood
1109,28818,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,2,g,True,5-fold out-of-fold likelihood
1110,28823,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,2,r,True,5-fold out-of-fold likelihood
1110,28821,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,2,i,True,5-fold out-of-fold likelihood
1110,28820,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,2,z,True,5-fold out-of-fold likelihood
1108,28701,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,2,y,True,5-fold out-of-fold likelihood
862,28112,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,3,u,True,5-fold out-of-fold likelihood
1111,28817,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,3,g,True,5-fold out-of-fold likelihood
1111,28823,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,3,r,True,5-fold out-of-fold likelihood
1111,28822,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,3,i,True,5-fold out-of-fold likelihood
1111,28820,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,3,z,True,5-fold out-of-fold likelihood
1109,28712,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,3,y,True,5-fold out-of-fold likelihood
852,28110,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,4,u,True,5-fold out-of-fold likelihood
1110,28821,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,4,g,True,5-fold out-of-fold likelihood
1111,28824,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,4,r,True,5-fold out-of-fold likelihood
1111,28822,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,4,i,True,5-fold out-of-fold likelihood
1111,28821,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,4,z,True,5-fold out-of-fold likelihood
1109,28710,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24 <= mag < 24.5,4,y,True,5-fold out-of-fold likelihood
949,37066,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,0,u,True,5-fold out-of-fold likelihood
1358,39033,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,0,g,True,5-fold out-of-fold likelihood
1360,39052,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,0,r,True,5-fold out-of-fold likelihood
1360,39048,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,0,i,True,5-fold out-of-fold likelihood
1360,39039,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,0,z,True,5-fold out-of-fold likelihood
1349,38185,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,0,y,True,5-fold out-of-fold likelihood
947,37089,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,1,u,True,5-fold out-of-fold likelihood
1358,39035,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,1,g,True,5-fold out-of-fold likelihood
1360,39052,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,1,r,True,5-fold out-of-fold likelihood
1360,39047,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,1,i,True,5-fold out-of-fold likelihood
1360,39041,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,1,z,True,5-fold out-of-fold likelihood
1348,38168,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,1,y,True,5-fold out-of-fold likelihood
956,37066,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,2,u,True,5-fold out-of-fold likelihood
1358,39030,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,2,g,True,5-fold out-of-fold likelihood
1360,39052,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,2,r,True,5-fold out-of-fold likelihood
1360,39049,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,2,i,True,5-fold out-of-fold likelihood
1360,39043,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,2,z,True,5-fold out-of-fold likelihood
1347,38173,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,2,y,True,5-fold out-of-fold likelihood
940,37068,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,3,u,True,5-fold out-of-fold likelihood
1359,39031,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,3,g,True,5-fold out-of-fold likelihood
1360,39052,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,3,r,True,5-fold out-of-fold likelihood
1360,39048,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,3,i,True,5-fold out-of-fold likelihood
1360,39040,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,3,z,True,5-fold out-of-fold likelihood
1350,38193,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,3,y,True,5-fold out-of-fold likelihood
944,37103,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,4,u,True,5-fold out-of-fold likelihood
1359,39031,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,4,g,True,5-fold out-of-fold likelihood
1360,39052,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,4,r,True,5-fold out-of-fold likelihood
1360,39048,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,4,i,True,5-fold out-of-fold likelihood
1360,39041,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,4,z,True,5-fold out-of-fold likelihood
1346,38181,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,24.5 <= mag < 25,4,y,True,5-fold out-of-fold likelihood
933,46202,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,0,u,True,5-fold out-of-fold likelihood
1416,50563,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,0,g,True,5-fold out-of-fold likelihood
1421,50594,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,0,r,True,5-fold out-of-fold likelihood
1421,50584,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,0,i,True,5-fold out-of-fold likelihood
1421,50500,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,0,z,True,5-fold out-of-fold likelihood
1380,46531,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,0,y,True,5-fold out-of-fold likelihood
947,46211,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,1,u,True,5-fold out-of-fold likelihood
1417,50563,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,1,g,True,5-fold out-of-fold likelihood
1421,50594,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,1,r,True,5-fold out-of-fold likelihood
1421,50586,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,1,i,True,5-fold out-of-fold likelihood
1421,50499,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,1,z,True,5-fold out-of-fold likelihood
1382,46477,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,1,y,True,5-fold out-of-fold likelihood
947,46236,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,2,u,True,5-fold out-of-fold likelihood
1418,50558,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,2,g,True,5-fold out-of-fold likelihood
1422,50594,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,2,r,True,5-fold out-of-fold likelihood
1422,50584,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,2,i,True,5-fold out-of-fold likelihood
1422,50499,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,2,z,True,5-fold out-of-fold likelihood
1388,46529,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,2,y,True,5-fold out-of-fold likelihood
951,46227,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,3,u,True,5-fold out-of-fold likelihood
1418,50561,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,3,g,True,5-fold out-of-fold likelihood
1422,50595,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,3,r,True,5-fold out-of-fold likelihood
1422,50586,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,3,i,True,5-fold out-of-fold likelihood
1422,50508,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,3,z,True,5-fold out-of-fold likelihood
1383,46495,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,3,y,True,5-fold out-of-fold likelihood
942,46236,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,4,u,True,5-fold out-of-fold likelihood
1419,50559,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,4,g,True,5-fold out-of-fold likelihood
1422,50595,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,4,r,True,5-fold out-of-fold likelihood
1422,50584,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,4,i,True,5-fold out-of-fold likelihood
1422,50498,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,4,z,True,5-fold out-of-fold likelihood
1383,46544,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25 <= mag < 25.5,4,y,True,5-fold out-of-fold likelihood
706,48453,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,0,u,True,5-fold out-of-fold likelihood
1232,55873,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,0,g,True,5-fold out-of-fold likelihood
1238,56044,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,0,r,True,5-fold out-of-fold likelihood
1238,56016,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,0,i,True,5-fold out-of-fold likelihood
1235,55302,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,0,z,True,5-fold out-of-fold likelihood
1177,46439,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,0,y,True,5-fold out-of-fold likelihood
686,48467,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,1,u,True,5-fold out-of-fold likelihood
1231,55892,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,1,g,True,5-fold out-of-fold likelihood
1238,56045,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,1,r,True,5-fold out-of-fold likelihood
1237,56020,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,1,i,True,5-fold out-of-fold likelihood
1235,55296,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,1,z,True,5-fold out-of-fold likelihood
1176,46544,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,1,y,True,5-fold out-of-fold likelihood
711,48384,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,2,u,True,5-fold out-of-fold likelihood
1232,55895,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,2,g,True,5-fold out-of-fold likelihood
1238,56045,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,2,r,True,5-fold out-of-fold likelihood
1237,56016,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,2,i,True,5-fold out-of-fold likelihood
1236,55305,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,2,z,True,5-fold out-of-fold likelihood
1176,46506,histogram_density,50,1e-06,True,COSMOS,COSMOS2020,25.5 <= mag < 26,2,y,True,5-fold out-of-fold likelihood
